work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,87000,87000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,289800,289800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,172600,172600,100,1,2,Very High,Very High,Very High,Very High
2022,FT,95000,95000,0,2,2,High,High,High,High
2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,280000,280000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,195000,195000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,222200,222200,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,110000,110000,0,1,2,High,High,High,High
2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
2023,FT,329500,329500,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,171600,171600,0,1,2,Very High,Very High,Very High,Very High
2022,FT,155000,155000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,122900,122900,0,1,3,High,High,High,High
2022,FT,95000,116976,0,2,2,High,High,High,High
2023,FT,120000,120000,100,2,2,High,High,High,High
2022,FT,22800,22800,100,2,2,Low,Low,Low,Low
2022,FT,215000,215000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,205600,205600,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,135000,135000,0,1,2,High,High,High,High
2023,FT,300000,300000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,148000,155499,100,1,2,Very High,Very High,Very High,Very High
2021,FT,147000,173762,100,1,2,Very High,Very High,Very High,Very High
2022,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,141525,141525,100,1,2,High,High,High,High
2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,100,2,2,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,140000,140000,0,1,2,High,High,High,High
2023,FT,140000,140000,100,1,2,High,High,High,High
2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,220110,220110,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,38000,39925,50,4,3,Low,Low,Low,Low
2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,90000,90000,100,2,2,High,High,High,High
2021,FT,160000,160000,100,2,3,Very High,Very High,Very High,Very High
2023,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,133800,133800,0,1,2,High,High,High,High
2022,FT,120000,120000,0,2,2,High,High,High,High
2022,FT,179400,179400,0,1,2,Very High,Very High,Very High,Very High
2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,105000,105000,100,1,2,High,High,High,High
2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,237000,237000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,1450000,19609,100,2,3,Low,Low,Low,Low
2022,FT,100000,100000,100,2,2,High,High,High,High
2022,FT,70000,73546,100,1,2,Medium,Medium,Medium,Medium
2023,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,230000,230000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,65488,65488,0,1,2,Medium,Medium,Medium,Medium
2022,FT,221300,221300,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,250000,250000,50,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,70000,73546,100,2,2,Medium,Medium,Medium,Medium
2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
2023,FT,210000,210000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,80000,80000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,192600,192600,100,1,2,Very High,Very High,Very High,Very High
2022,FT,154000,154000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,189650,189650,0,1,2,Very High,Very High,Very High,Very High
2023,FT,235000,235000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,206000,206000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,114000,114000,100,1,2,High,High,High,High
2023,FT,139500,139500,0,1,2,High,High,High,High
2023,FT,170500,170500,100,1,2,Very High,Very High,Very High,Very High
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,151410,151410,100,2,2,Very High,Very High,Very High,Very High
2022,FT,131300,131300,100,1,3,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,110000,110000,100,1,2,High,High,High,High
2022,FT,95000,95000,0,1,2,High,High,High,High
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,207000,207000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
2023,FT,123600,123600,100,1,2,High,High,High,High
2023,FT,132300,132300,0,1,2,High,High,High,High
2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,116000,116000,0,1,2,High,High,High,High
2023,FT,105000,105000,0,2,2,High,High,High,High
2021,FT,2100000,28399,100,4,2,Low,Low,Low,Low
2023,FT,109400,109400,0,1,2,High,High,High,High
2022,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,48000,48000,0,4,2,Low,Low,Low,Low
2023,FT,35000,42533,0,2,2,Low,Low,Low,Low
2023,FT,93918,93918,100,2,2,High,High,High,High
2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,94300,94300,0,1,2,High,High,High,High
2022,FT,134000,134000,100,1,2,High,High,High,High
2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
2022,FT,104000,104000,100,1,2,High,High,High,High
2022,FT,165000,165000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,177000,177000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,150000,150000,0,4,2,Very High,Very High,Very High,Very High
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,249500,249500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,100000,100000,0,2,2,High,High,High,High
2022,FT,75000,75000,100,2,3,Medium,Medium,Medium,Medium
2023,FT,167500,167500,0,2,2,Very High,Very High,Very High,Very High
2022,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,184100,184100,0,1,2,Very High,Very High,Very High,Very High
2021,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,164000,172309,100,1,3,Very High,Very High,Very High,Very High
2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,189500,189500,100,1,3,Very High,Very High,Very High,Very High
2023,FT,231500,231500,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,20000,20000,100,2,1,Low,Low,Low,Low
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,36000,38631,0,1,2,Low,Low,Low,Low
2023,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
2022,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100706,100706,0,1,2,High,High,High,High
2023,FT,199000,199000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,129300,129300,0,1,2,High,High,High,High
2022,FT,95000,95000,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2022,FT,115000,115000,0,1,2,High,High,High,High
2023,FT,136850,136850,100,1,2,High,High,High,High
2022,FT,165000,165000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,35000,43096,100,4,2,Low,Low,Low,Low
2023,FT,204620,204620,0,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,194000,194000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,205000,205000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,138750,138750,100,1,2,High,High,High,High
2022,FT,70000,70000,0,1,2,Medium,Medium,Medium,Medium
2022,FT,65000,65000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,309400,309400,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,144000,144000,100,1,2,High,High,High,High
2022,FT,297500,297500,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,186000,186000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,145000,145000,100,1,2,High,High,High,High
2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
2023,FT,140000,140000,0,2,2,High,High,High,High
2022,FT,140250,140250,0,4,2,High,High,High,High
2022,FL,50000,50000,100,4,1,Low,Low,Low,Low
2023,FT,110600,110600,0,1,2,High,High,High,High
2023,FT,173000,173000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,192000,192000,100,1,3,Very High,Very High,Very High,Very High
2022,FT,75000,92350,0,2,2,High,High,High,High
2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,112000,112000,100,1,2,High,High,High,High
2023,FT,248100,248100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,58000,60938,0,4,3,Medium,Medium,Medium,Medium
2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,166700,166700,0,1,2,Very High,Very High,Very High,Very High
2023,FT,225000,225000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,134000,134000,0,2,2,High,High,High,High
2022,FT,110000,110000,0,1,2,High,High,High,High
2023,FT,284000,284000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,1335000,18053,100,4,1,Low,Low,Low,Low
2022,FT,83000,102200,100,2,2,High,High,High,High
2021,FT,4900000,66265,0,1,3,Medium,Medium,Medium,Medium
2022,FT,61000,64090,0,2,2,Medium,Medium,Medium,Medium
2023,FT,120000,120000,0,2,2,High,High,High,High
2022,FT,100000,100000,0,1,2,High,High,High,High
2023,FT,154000,154000,0,2,2,Very High,Very High,Very High,Very High
2020,FT,42000,42000,50,4,3,Low,Low,Low,Low
2021,FT,174000,174000,100,1,3,Very High,Very High,Very High,Very High
2022,FT,1400000,17805,100,4,2,Low,Low,Low,Low
2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,175000,175000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,109400,109400,0,1,2,High,High,High,High
2023,FT,140000,140000,100,2,2,High,High,High,High
2023,FT,145000,145000,0,1,2,High,High,High,High
2022,FT,120000,120000,0,1,3,High,High,High,High
2022,FT,66100,66100,100,2,2,Medium,Medium,Medium,Medium
2023,FT,123700,123700,0,1,3,High,High,High,High
2023,FT,83300,101228,0,1,2,High,High,High,High
2022,FT,110600,110600,0,1,2,High,High,High,High
2023,FT,171250,171250,0,1,2,Very High,Very High,Very High,Very High
2023,FT,206000,206000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,84000,88256,100,1,3,Medium,Medium,Medium,Medium
2022,FT,191200,191200,0,1,2,Very High,Very High,Very High,Very High
2023,FT,145000,145000,100,1,2,High,High,High,High
2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,90000,110820,0,1,2,High,High,High,High
2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
2022,FT,53000,55685,50,2,3,Low,Low,Low,Low
2023,FT,95000,95000,100,1,2,High,High,High,High
2023,FT,160000,160000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,297300,297300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
2022,FT,102100,102100,100,1,2,High,High,High,High
2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,192000,192000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,160000,160000,100,1,3,Very High,Very High,Very High,Very High
2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
2023,FT,65000,69751,100,2,1,Medium,Medium,Medium,Medium
2022,FT,70000,86193,0,1,2,Medium,Medium,Medium,Medium
2022,FT,68400,68400,100,1,2,Medium,Medium,Medium,Medium
2023,FT,285800,285800,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,108000,108000,0,1,3,High,High,High,High
2022,FT,130000,130000,0,2,2,High,High,High,High
2023,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,100,3,2,High,High,High,High
2023,FT,80000,80000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,58000,58000,0,2,1,Low,Low,Low,Low
2023,FT,105500,105500,0,1,2,High,High,High,High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,48000,50432,100,2,1,Low,Low,Low,Low
2022,FT,243000,243000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,223800,223800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,70000,70000,100,4,2,Medium,Medium,Medium,Medium
2023,FT,245100,245100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,140100,140100,100,1,3,High,High,High,High
2022,FT,130240,130240,0,1,2,High,High,High,High
2023,FT,124000,124000,0,2,2,High,High,High,High
2023,FT,172500,172500,100,1,2,Very High,Very High,Very High,Very High
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
2022,FT,90320,90320,100,1,2,High,High,High,High
2021,FT,51400,60757,50,1,3,Medium,Medium,Medium,Medium
2022,FT,50000,61566,0,2,2,Medium,Medium,Medium,Medium
2022,FT,99100,99100,0,2,2,High,High,High,High
2022,FT,50000,50000,50,4,2,Low,Low,Low,Low
2023,FT,147100,147100,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2022,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,145000,145000,0,1,2,High,High,High,High
2023,FT,145000,145000,0,3,2,High,High,High,High
2023,FT,185000,185000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,95000,95000,100,1,2,High,High,High,High
2023,FT,36050,43809,0,2,2,Low,Low,Low,Low
2023,FT,200000,200000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,183310,183310,0,2,2,Very High,Very High,Very High,Very High
2023,FT,154000,154000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,380000,380000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,60000,73880,0,1,2,Medium,Medium,Medium,Medium
2022,FT,123000,123000,0,1,2,High,High,High,High
2022,FT,146000,146000,100,1,2,High,High,High,High
2022,FT,206000,206000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,50000,50000,50,4,3,Low,Low,Low,Low
2022,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,2800000,35610,50,2,3,Low,Low,Low,Low
2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,30000,30000,100,4,3,Low,Low,Low,Low
2023,FT,146000,146000,0,2,2,High,High,High,High
2022,FT,55000,67723,100,2,2,Medium,Medium,Medium,Medium
2023,FT,130000,130000,0,2,2,High,High,High,High
2022,FT,195400,195400,100,1,3,Very High,Very High,Very High,Very High
2022,FT,180000,180000,100,4,3,Very High,Very High,Very High,Very High
2022,FT,99750,99750,100,1,2,High,High,High,High
2023,FT,130000,130000,0,2,2,High,High,High,High
2023,FT,272000,272000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,156000,156000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,120000,120000,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2022,FT,35000,36773,0,1,2,Low,Low,Low,Low
2023,FT,140000,140000,0,3,2,High,High,High,High
2023,FT,104891,127467,0,3,2,High,High,High,High
2023,FT,75000,75000,0,2,2,Medium,Medium,Medium,Medium
2022,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,314100,314100,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,123000,123000,100,1,2,High,High,High,High
2023,FT,1440000,17509,50,2,2,Low,Low,Low,Low
2023,FT,163625,163625,100,1,2,Very High,Very High,Very High,Very High
2022,FT,50000,52533,100,2,2,Low,Low,Low,Low
2023,FT,105700,105700,0,1,3,High,High,High,High
2022,FT,63900,63900,0,2,2,Medium,Medium,Medium,Medium
2023,FT,169200,169200,0,1,2,Very High,Very High,Very High,Very High
2023,FT,140000,140000,100,2,2,High,High,High,High
2023,FT,120000,120000,0,2,2,High,High,High,High
2020,FT,51999,59303,100,2,1,Low,Low,Low,Low
2022,FL,100000,100000,100,2,2,High,High,High,High
2022,CT,7500,7500,50,2,2,Low,Low,Low,Low
2023,FT,139000,139000,100,1,2,High,High,High,High
2023,FT,109400,109400,0,1,2,High,High,High,High
2023,FT,153600,153600,100,1,2,Very High,Very High,Very High,Very High
2022,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,155000,155000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,229998,229998,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,167000,167000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,197430,197430,100,1,2,Very High,Very High,Very High,Very High
