,work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
3206,2022,FT,189650,189650,0,1,2,Very High,Very High,Very High,Very High
1433,2023,FT,228000,228000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2373,2022,FT,93800,93800,0,1,2,High,High,High,High
2898,2022,FT,83376,102663,100,1,2,High,High,High,High
2985,2022,FT,85000,89306,0,2,2,Medium,Medium,Medium,Medium
1458,2023,FT,300000,300000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3373,2022,FT,99000,99000,0,1,2,High,High,High,High
846,2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
193,2023,FT,186000,186000,0,1,2,Very High,Very High,Very High,Very High
1464,2023,FT,220000,220000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2621,2022,FT,122000,122000,0,1,2,High,High,High,High
946,2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
2551,2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
1629,2023,FT,87000,87000,0,2,2,Medium,Medium,Medium,Medium
117,2023,FT,289800,289800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
645,2023,FT,172600,172600,100,1,2,Very High,Very High,Very High,Very High
1870,2022,FT,95000,95000,0,2,2,High,High,High,High
3,2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
74,2023,FT,280000,280000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1755,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
467,2023,FT,195000,195000,0,1,2,Very High,Very High,Very High,Very High
5,2023,FT,222200,222200,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
1246,2023,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
919,2023,FT,110000,110000,0,1,2,High,High,High,High
2595,2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
228,2023,FT,329500,329500,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1063,2023,FT,171600,171600,0,1,2,Very High,Very High,Very High,Very High
2590,2022,FT,155000,155000,100,1,2,Very High,Very High,Very High,Very High
242,2023,FT,122900,122900,0,1,3,High,High,High,High
3156,2022,FT,95000,116976,0,2,2,High,High,High,High
1160,2023,FT,120000,120000,100,2,2,High,High,High,High
3133,2022,FT,22800,22800,100,2,2,Low,Low,Low,Low
2854,2022,FT,215000,215000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2563,2022,FT,205600,205600,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2671,2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1526,2023,FT,135000,135000,0,1,2,High,High,High,High
1605,2023,FT,300000,300000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
3483,2022,FT,148000,155499,100,1,2,Very High,Very High,Very High,Very High
3725,2021,FT,147000,173762,100,1,2,Very High,Very High,Very High,Very High
2709,2022,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2895,2022,FT,141525,141525,100,1,2,High,High,High,High
3172,2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
1989,2022,FT,130000,130000,100,2,2,High,High,High,High
2925,2022,FT,141525,141525,100,1,2,High,High,High,High
2362,2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1975,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1761,2023,FT,140000,140000,0,1,2,High,High,High,High
1305,2023,FT,140000,140000,100,1,2,High,High,High,High
1541,2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
3250,2022,FT,220110,220110,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2472,2022,FT,38000,39925,50,4,3,Low,Low,Low,Low
2642,2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
622,2023,FT,90000,90000,100,2,2,High,High,High,High
3700,2021,FT,160000,160000,100,2,3,Very High,Very High,Very High,Very High
1493,2023,FT,120000,120000,0,1,2,High,High,High,High
110,2023,FT,133800,133800,0,1,2,High,High,High,High
2275,2022,FT,120000,120000,0,2,2,High,High,High,High
2822,2022,FT,179400,179400,0,1,2,Very High,Very High,Very High,Very High
1169,2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3416,2022,FT,105000,105000,100,1,2,High,High,High,High
232,2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
66,2023,FT,237000,237000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3734,2021,FT,1450000,19609,100,2,3,Low,Low,Low,Low
2072,2022,FT,100000,100000,100,2,2,High,High,High,High
2192,2022,FT,70000,73546,100,1,2,Medium,Medium,Medium,Medium
536,2023,FT,120000,120000,0,1,2,High,High,High,High
125,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2133,2022,FT,230000,230000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1254,2023,FT,65488,65488,0,1,2,Medium,Medium,Medium,Medium
3091,2022,FT,221300,221300,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
1976,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
3063,2021,FT,250000,250000,50,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2893,2022,FT,70000,73546,100,2,2,Medium,Medium,Medium,Medium
2075,2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
484,2023,FT,210000,210000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
1654,2023,FT,80000,80000,100,2,2,Medium,Medium,Medium,Medium
3341,2022,FT,192600,192600,100,1,2,Very High,Very High,Very High,Very High
2823,2022,FT,154000,154000,0,1,2,Very High,Very High,Very High,Very High
2994,2022,FT,189650,189650,0,1,2,Very High,Very High,Very High,Very High
1774,2023,FT,235000,235000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2410,2022,FT,206000,206000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
918,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
1646,2023,FT,114000,114000,100,1,2,High,High,High,High
1026,2023,FT,139500,139500,0,1,2,High,High,High,High
1030,2023,FT,170500,170500,100,1,2,Very High,Very High,Very High,Very High
882,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
1335,2023,FT,151410,151410,100,2,2,Very High,Very High,Very High,Very High
2746,2022,FT,131300,131300,100,1,3,High,High,High,High
2769,2022,FT,141525,141525,100,1,2,High,High,High,High
2713,2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
364,2023,FT,110000,110000,100,1,2,High,High,High,High
2125,2022,FT,95000,95000,0,1,2,High,High,High,High
27,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
473,2023,FT,207000,207000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
525,2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
725,2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
55,2023,FT,123600,123600,100,1,2,High,High,High,High
638,2023,FT,132300,132300,0,1,2,High,High,High,High
302,2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2766,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
3256,2022,FT,116000,116000,0,1,2,High,High,High,High
1276,2023,FT,105000,105000,0,2,2,High,High,High,High
3589,2021,FT,2100000,28399,100,4,2,Low,Low,Low,Low
624,2023,FT,109400,109400,0,1,2,High,High,High,High
2055,2022,FT,120000,120000,0,1,2,High,High,High,High
1280,2023,FT,48000,48000,0,4,2,Low,Low,Low,Low
1049,2023,FT,35000,42533,0,2,2,Low,Low,Low,Low
336,2023,FT,93918,93918,100,2,2,High,High,High,High
47,2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
106,2023,FT,94300,94300,0,1,2,High,High,High,High
2397,2022,FT,134000,134000,100,1,2,High,High,High,High
1079,2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
2286,2022,FT,104000,104000,100,1,2,High,High,High,High
2261,2022,FT,165000,165000,0,2,2,Very High,Very High,Very High,Very High
1144,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2972,2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
2296,2022,FT,177000,177000,0,1,2,Very High,Very High,Very High,Very High
1836,2022,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
1753,2023,FT,150000,150000,0,4,2,Very High,Very High,Very High,Very High
1101,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
1968,2022,FT,249500,249500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2829,2022,FT,100000,100000,0,2,2,High,High,High,High
3427,2022,FT,75000,75000,100,2,3,Medium,Medium,Medium,Medium
523,2023,FT,167500,167500,0,2,2,Very High,Very High,Very High,Very High
2280,2022,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2692,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1428,2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2581,2022,FT,184100,184100,0,1,2,Very High,Very High,Very High,Very High
3568,2021,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
603,2022,FT,164000,172309,100,1,3,Very High,Very High,Very High,Very High
1489,2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
2924,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
3038,2022,FT,189500,189500,100,1,3,Very High,Very High,Very High,Very High
60,2023,FT,231500,231500,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3435,2022,FT,20000,20000,100,2,1,Low,Low,Low,Low
671,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
92,2023,FT,36000,38631,0,1,2,Low,Low,Low,Low
666,2023,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
1887,2022,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
280,2023,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1719,2023,FT,100706,100706,0,1,2,High,High,High,High
359,2023,FT,199000,199000,100,1,2,Very High,Very High,Very High,Very High
899,2023,FT,129300,129300,0,1,2,High,High,High,High
1935,2022,FT,95000,95000,0,1,2,High,High,High,High
1994,2022,FT,100000,100000,100,1,2,High,High,High,High
2878,2022,FT,115000,115000,0,1,2,High,High,High,High
760,2023,FT,136850,136850,100,1,2,High,High,High,High
2158,2022,FT,165000,165000,0,2,2,Very High,Very High,Very High,Very High
3273,2022,FT,35000,43096,100,4,2,Low,Low,Low,Low
42,2023,FT,204620,204620,0,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2173,2022,FT,194000,194000,100,1,2,Very High,Very High,Very High,Very High
204,2023,FT,205000,205000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1473,2023,FT,138750,138750,100,1,2,High,High,High,High
2100,2022,FT,70000,70000,0,1,2,Medium,Medium,Medium,Medium
2593,2022,FT,65000,65000,0,2,2,Medium,Medium,Medium,Medium
68,2023,FT,309400,309400,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
1875,2022,FT,144000,144000,100,1,2,High,High,High,High
2832,2022,FT,297500,297500,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2964,2022,FT,186000,186000,100,1,2,Very High,Very High,Very High,Very High
2231,2022,FT,145000,145000,100,1,2,High,High,High,High
137,2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
796,2023,FT,140000,140000,0,2,2,High,High,High,High
2180,2022,FT,140250,140250,0,4,2,High,High,High,High
2128,2022,FL,50000,50000,100,4,1,Low,Low,Low,Low
758,2023,FT,110600,110600,0,1,2,High,High,High,High
541,2023,FT,173000,173000,100,1,2,Very High,Very High,Very High,Very High
1019,2022,FT,192000,192000,100,1,3,Very High,Very High,Very High,Very High
3165,2022,FT,75000,92350,0,2,2,High,High,High,High
165,2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
248,2023,FT,112000,112000,100,1,2,High,High,High,High
1331,2023,FT,248100,248100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2017,2022,FT,58000,60938,0,4,3,Medium,Medium,Medium,Medium
446,2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
2482,2022,FT,166700,166700,0,1,2,Very High,Very High,Very High,Very High
1358,2023,FT,225000,225000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2845,2022,FT,134000,134000,0,2,2,High,High,High,High
2145,2022,FT,110000,110000,0,1,2,High,High,High,High
1329,2023,FT,284000,284000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
3729,2021,FT,1335000,18053,100,4,1,Low,Low,Low,Low
2785,2022,FT,83000,102200,100,2,2,High,High,High,High
3639,2021,FT,4900000,66265,0,1,3,Medium,Medium,Medium,Medium
2150,2022,FT,61000,64090,0,2,2,Medium,Medium,Medium,Medium
434,2023,FT,120000,120000,0,2,2,High,High,High,High
2122,2022,FT,100000,100000,0,1,2,High,High,High,High
577,2023,FT,154000,154000,0,2,2,Very High,Very High,Very High,Very High
3606,2020,FT,42000,42000,50,4,3,Low,Low,Low,Low
3587,2021,FT,174000,174000,100,1,3,Very High,Very High,Very High,Very High
3426,2022,FT,1400000,17805,100,4,2,Low,Low,Low,Low
2448,2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
1848,2022,FT,175000,175000,0,2,2,Very High,Very High,Very High,Very High
762,2023,FT,109400,109400,0,1,2,High,High,High,High
388,2023,FT,140000,140000,100,2,2,High,High,High,High
235,2023,FT,145000,145000,0,1,2,High,High,High,High
3253,2022,FT,120000,120000,0,1,3,High,High,High,High
1984,2022,FT,66100,66100,100,2,2,Medium,Medium,Medium,Medium
267,2023,FT,123700,123700,0,1,3,High,High,High,High
770,2023,FT,83300,101228,0,1,2,High,High,High,High
2165,2022,FT,110600,110600,0,1,2,High,High,High,High
437,2023,FT,171250,171250,0,1,2,Very High,Very High,Very High,Very High
673,2023,FT,206000,206000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
249,2022,FT,84000,88256,100,1,3,Medium,Medium,Medium,Medium
2201,2022,FT,191200,191200,0,1,2,Very High,Very High,Very High,Very High
1574,2023,FT,145000,145000,100,1,2,High,High,High,High
2142,2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
2081,2022,FT,180000,180000,0,2,2,Very High,Very High,Very High,Very High
3268,2022,FT,90000,110820,0,1,2,High,High,High,High
3204,2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
3424,2022,FT,53000,55685,50,2,3,Low,Low,Low,Low
448,2023,FT,95000,95000,100,1,2,High,High,High,High
1469,2023,FT,160000,160000,0,2,2,Very High,Very High,Very High,Very High
716,2023,FT,297300,297300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2987,2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
3264,2022,FT,102100,102100,100,1,2,High,High,High,High
2048,2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
1901,2022,FT,192000,192000,100,1,2,Very High,Very High,Very High,Very High
3109,2022,FT,160000,160000,100,1,3,Very High,Very High,Very High,Very High
1168,2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
82,2023,FT,65000,69751,100,2,1,Medium,Medium,Medium,Medium
3015,2022,FT,70000,86193,0,1,2,Medium,Medium,Medium,Medium
2724,2022,FT,68400,68400,100,1,2,Medium,Medium,Medium,Medium
1460,2023,FT,285800,285800,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2818,2022,FT,108000,108000,0,1,3,High,High,High,High
1893,2022,FT,130000,130000,0,2,2,High,High,High,High
1668,2023,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
2756,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2000,2022,FT,130000,130000,100,3,2,High,High,High,High
475,2023,FT,80000,80000,100,1,2,Medium,Medium,Medium,Medium
517,2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
3235,2022,FT,58000,58000,0,2,1,Low,Low,Low,Low
404,2023,FT,105500,105500,0,1,2,High,High,High,High
384,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
3026,2022,FT,48000,50432,100,2,1,Low,Low,Low,Low
2152,2022,FT,243000,243000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1633,2023,FT,223800,223800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3578,2021,FT,70000,70000,100,4,2,Medium,Medium,Medium,Medium
688,2023,FT,245100,245100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3039,2022,FT,140100,140100,100,1,3,High,High,High,High
2874,2022,FT,130240,130240,0,1,2,High,High,High,High
1240,2023,FT,124000,124000,0,2,2,High,High,High,High
62,2023,FT,172500,172500,100,1,2,Very High,Very High,Very High,Very High
852,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
3437,2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3083,2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
1262,2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
223,2023,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
2193,2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
373,2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1824,2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
3160,2022,FT,90320,90320,100,1,2,High,High,High,High
3590,2021,FT,51400,60757,50,1,3,Medium,Medium,Medium,Medium
3240,2022,FT,50000,61566,0,2,2,Medium,Medium,Medium,Medium
3351,2022,FT,99100,99100,0,2,2,High,High,High,High
2871,2022,FT,50000,50000,50,4,2,Low,Low,Low,Low
9,2023,FT,147100,147100,0,1,2,High,High,High,High
2497,2022,FT,100000,100000,100,1,2,High,High,High,High
1944,2022,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
1838,2022,FT,145000,145000,0,1,2,High,High,High,High
708,2023,FT,145000,145000,0,3,2,High,High,High,High
255,2023,FT,185000,185000,0,1,2,Very High,Very High,Very High,Very High
2930,2022,FT,95000,95000,100,1,2,High,High,High,High
1617,2023,FT,36050,43809,0,2,2,Low,Low,Low,Low
389,2023,FT,200000,200000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1581,2023,FT,183310,183310,0,2,2,Very High,Very High,Very High,Very High
924,2023,FT,154000,154000,0,1,2,Very High,Very High,Very High,Very High
3468,2022,FT,380000,380000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
3282,2022,FT,60000,73880,0,1,2,Medium,Medium,Medium,Medium
2508,2022,FT,123000,123000,0,1,2,High,High,High,High
2036,2022,FT,146000,146000,100,1,2,High,High,High,High
2992,2022,FT,206000,206000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1224,2023,FT,50000,50000,50,4,3,Low,Low,Low,Low
2549,2022,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
1946,2022,FT,2800000,35610,50,2,3,Low,Low,Low,Low
739,2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
40,2023,FT,30000,30000,100,4,3,Low,Low,Low,Low
868,2023,FT,146000,146000,0,2,2,High,High,High,High
2779,2022,FT,55000,67723,100,2,2,Medium,Medium,Medium,Medium
539,2023,FT,130000,130000,0,2,2,High,High,High,High
2745,2022,FT,195400,195400,100,1,3,Very High,Very High,Very High,Very High
3127,2022,FT,180000,180000,100,4,3,Very High,Very High,Very High,Very High
2723,2022,FT,99750,99750,100,1,2,High,High,High,High
1371,2023,FT,130000,130000,0,2,2,High,High,High,High
